"","date","jd","airt","f.airt","airtmax","f.airtmax","airtmin","f.airtmin","rh","f.rh","rhmax","f.rhmax","rhmin","f.rhmin","dewp","f.dewp","dewpmax","f.dewpmax","dewpmin","f.dewpmin","prec","f.prec","slrt","f.slrt","part","f.part","netr","f.netr","bar","f.bar","wspd","f.wspd","wres","f.wres","wdir","f.wdir","wdev","f.wdev","gspd","f.gspd","s10t","f.s10t","s10tmax","f.s10tmax","s10tmin","f.s10tmin"
"3433",2010-07-06,187,27.8,"",34.4,"",22.4,"",65,"",86,"",37,"",20.1,"",23.7,"",17.2,"",0,"",25.5,"",51,"",177.5,"",1016,"",0.9,"",0.5,"",358,"",51,"",6.8,"",22.3,"",23.7,"",21,""
"3434",2010-07-07,188,27.6,"",34.4,"",23,"",67,"",88,"",35,"",20.4,"",23.6,"",15.4,"",0,"",22.2,"",43.5,"",151.8,"",1017,"",0.8,"",0.3,"",113,"",64,"",4.9,"",23,"",24.2,"",21.9,""
"3435",2010-07-08,189,24.5,"",30.2,"",20.1,"",77,"",94,"",49,"",19.9,"",22.7,"",17,"",0,"",17.3,"",34.3,"",104.3,"",1018,"",1.3,"",1,"",169,"",38,"",5.5,"",23,"",24,"",22.2,""
"3436",2010-07-09,190,24.5,"",29.9,"",20.4,"",74,"",94,"",47,"",19.2,"",21,"",17.1,"",0,"",24.3,"",48.8,"",164.5,"",1015,"",1.9,"",1.6,"",189,"",32,"",8.4,"",23,"",24.2,"",22,""
"3437",2010-07-10,191,21.1,"",24.9,"",19,"",92,"",96,"",76,"",19.7,"",21.3,"",17.4,"",8.1,"",6.3,"",12.1,"",18.4,"",1012,"",0.9,"",0.3,"",223,"",61,"",7.1,"",22.5,"",23.2,"",22.2,""
"3438",2010-07-11,192,22.4,"",29.6,"",17.9,"",81,"",96,"",40,"",18.7,"",22.8,"",14.4,"",2.8,"",23.9,"",45.6,"",149.9,"",1011,"",0.9,"",0.4,"",31,"",55,"",6.3,"",22.7,"",24.5,"",21.3,""
"3439",2010-07-12,193,23.5,"",30.7,"",17.8,"",72,"",96,"",31,"",17.3,"",21,"",10.1,"",0,"",25,"",45,"",164.8,"",1013,"",1.5,"",1,"",172,"",47,"",7.2,"",23.5,"",25,"",22,""
"3440",2010-07-13,194,23.6,"",28.2,"",20.6,"",78,"",95,"",52,"",19.4,"",21.6,"",16.9,"",0,"",16.2,"",31,"",105,"",1016,"",1.8,"",1.5,"",162,"",31,"",8.8,"",23.4,"",24.4,"",22.5,""
"3441",2010-07-14,195,21.5,"",23,"",18.7,"",93,"",96,"",85,"",20.2,"",21.8,"",18,"",2,"",7.2,"",14.2,"",18.7,"",1014,"",1.1,"",0.6,"",84,"",51,"",6.2,"",23,"",23.4,"",22.5,""
"3442",2010-07-15,196,22.1,"",27.8,"",17.2,"",78,"",96,"",50,"",17.9,"",20.3,"",16.3,"",0.3,"",25.2,"",46.7,"",169.6,"",1017,"",1.3,"",1,"",91,"",38,"",6.2,"",22.8,"",24.2,"",21.4,""
"3443",2010-07-16,197,23.1,"",31.2,"",17.9,"",84,"",96,"",52,"",19.8,"",23.5,"",16.9,"",38.9,"",21.1,"",38.2,"",146.9,"",1012,"",1.4,"",1,"",196,"",46,"",11,"",22.8,"",24.7,"",21.2,""
"3444",2010-07-17,198,23.9,"",30.6,"",18.2,"",75,"",97,"",40,"",18.7,"",21.7,"",15.2,"",0,"",24.7,"",43,"",164.3,"",1010,"",1,"",0.6,"",235,"",45,"",8.5,"",23.1,"",24.5,"",21.7,""
"3445",2010-07-18,199,22.3,"",28,"",17,"",69,"",95,"",38,"",15.9,"",20.3,"",11.5,"",1,"",24.2,"",41.3,"",153.7,"",1011,"",1.1,"",0.8,"",266,"",45,"",10.5,"",23.5,"",24.5,"",22.4,""
"3446",2010-07-19,200,22.6,"",28.5,"",16.2,"",75,"",95,"",48,"",17.7,"",21.8,"",13.7,"",0,"",18.8,"",32.3,"",121.3,"",1010,"",1.1,"",0.6,"",191,"",53,"",6.6,"",23.1,"",24,"",22.2,""
"3447",2010-07-20,201,21.5,"",27.1,"",17.8,"",78,"",95,"",50,"",17.2,"",19.6,"",14.7,"",0,"",17.8,"",30.7,"",101.3,"",1015,"",0.8,"",0.3,"",342,"",60,"",4.7,"",23,"",23.8,"",22.3,""
"3448",2010-07-21,202,21.5,"",28.9,"",14.2,"",80,"",96,"",53,"",17.5,"",21,"",13.5,"",5.6,"",19.8,"",36.5,"",123.1,"",1012,"",1.3,"",0.6,"",180,"",58,"",10.6,"",22.8,"",23.9,"",21.8,""
"3449",2010-07-22,203,20,"",26.1,"",14.2,"",73,"",96,"",44,"",14.6,"",17.8,"",12,"",0.3,"",22.3,"",40,"",134.1,"",1012,"",1.2,"",0.7,"",297,"",51,"",10.6,"",22.4,"",23.2,"",21.4,""
"3450",2010-07-23,204,18.5,"",21.5,"",14.7,"",90,"",96,"",72,"",16.7,"",20,"",13.4,"",15.2,"",5.6,"",9.8,"",14.7,"",1014,"",0.9,"",0.5,"",189,"",54,"",6.4,"",21.6,"",22.4,"",21.3,""
"3451",2010-07-24,205,24.4,"",29.4,"",20.1,"",86,"",97,"",58,"",21.7,"",24.5,"",19.6,"",3.3,"",18.6,"",31.9,"",118.6,"",1010,"",0.8,"",0.4,"",228,"",51,"",5.4,"",22.3,"",23.5,"",21.2,""
"3452",2010-07-25,206,22.6,"",28.3,"",14.4,"",76,"",93,"",50,"",18,"",21.9,"",12.1,"",1,"",18.2,"",30.2,"",105.9,"",1008,"",1.3,"",0.8,"",268,"",49,"",7.9,"",23.2,"",23.8,"",22.6,""
"3453",2010-07-26,207,19.2,"",26,"",12.4,"",64,"",94,"",32,"",11.3,"",15.3,"",7.3,"",0,"",24.6,"",39.9,"",148.8,"",1013,"",1.2,"",0.6,"",307,"",55,"",9.3,"",22.2,"",23,"",21.3,""
"3454",2010-07-27,208,21.5,"",29.4,"",13.9,"",63,"",93,"",28,"",13.3,"",17.1,"",8.3,"",0,"",27.4,"",44.7,"",173.3,"",1016,"",1,"",0.4,"",322,"",59,"",8.1,"",21.9,"",23.1,"",20.8,""
"3455",2010-07-28,209,23.1,"",28.9,"",16.4,"",72,"",92,"",47,"",17.5,"",20.8,"",13.6,"",0,"",24.2,"",41.3,"",157,"",1014,"",1.6,"",1.2,"",204,"",42,"",9.8,"",22.2,"",23.3,"",21.2,""
"3456",2010-07-29,210,23.1,"",28,"",16.1,"",65,"",95,"",35,"",15.6,"",21.2,"",9.7,"",0,"",23.9,"",42.9,"",155.3,"",1010,"",1.4,"",0.8,"",258,"",51,"",8.3,"",23.2,"",24.4,"",22.3,""
"3457",2010-07-30,211,18.2,"",23.9,"",11.9,"",62,"",85,"",37,"",10.6,"",14.8,"",7.3,"",0,"",19,"",34.6,"",102.3,"",1013,"",0.9,"",0.3,"",357,"",63,"",5.9,"",22.2,"",23,"",21.2,""
"3458",2010-07-31,212,17.4,"",24.1,"",10.1,"",59,"",83,"",32,"",8.7,"",12.8,"",5.4,"",0,"",26.1,"",49.9,"",150.3,"",1016,"",1.1,"",0.2,"",65,"",69,"",5.1,"",21.6,"",22.9,"",20.3,""
"3459",2010-08-01,213,19,"",26.1,"",12,"",70,"",96,"",36,"",12.8,"",16.5,"",9,"",0,"",22.5,"",44,"",140.8,"",1017,"",1.3,"",0.8,"",166,"",50,"",5.7,"",21.6,"",22.9,"",20.4,""
"3460",2010-08-02,214,19.9,"",25.8,"",14.3,"",77,"",93,"",56,"",15.6,"",19.1,"",11.6,"",1,"",16.9,"",33.6,"",90.8,"",1019,"",1.2,"",0.9,"",199,"",39,"",5.5,"",21.7,"",22.7,"",20.7,""
"3461",2010-08-03,215,21.9,"",27.2,"",17.2,"",77,"",90,"",60,"",17.5,"",20.2,"",14.9,"",0,"",17.8,"",35.2,"",113,"",1017,"",1.9,"",1.6,"",201,"",33,"",9,"",21.9,"",22.9,"",20.9,""
"3462",2010-08-04,216,24.3,"",30.3,"",20,"",80,"",94,"",55,"",20.3,"",22.5,"",18.2,"",0,"",19.6,"",39.5,"",133.9,"",1011,"",1.7,"",1.3,"",210,"",35,"",7.8,"",22.6,"",23.9,"",21.5,""
"3463",2010-08-05,217,22.9,"",29,"",18.1,"",89,"",96,"",61,"",21,"",23.1,"",17.4,"",17.8,"",12.4,"",25.2,"",71.6,"",1004,"",1,"",0.6,"",220,"",50,"",8,"",22.9,"",23.6,"",22.4,""
"3464",2010-08-06,218,20.8,"",26.6,"",12.4,"",63,"",96,"",32,"",12.5,"",19.1,"",4.8,"",0.3,"",23.9,"",43.6,"",145.3,"",1005,"",1.4,"",1,"",268,"",43,"",12.4,"",22.6,"",23.7,"",21.6,""
"3465",2010-08-07,219,17,"",23.8,"",11,"",60,"",84,"",30,"",8.4,"",12.7,"",4.3,"",0,"",22.7,"",42.6,"",137.6,"",1014,"",1.1,"",0.3,"",318,"",69,"",7.1,"",21.7,"",22.7,"",20.7,""
"3466",2010-08-08,220,20.4,"",26.9,"",12.6,"",73,"",91,"",52,"",15.2,"",19.1,"",8.2,"",0,"",19.3,"",37.6,"",121.2,"",1016,"",1.6,"",1.1,"",188,"",46,"",7.6,"",21.5,"",22.7,"",20.4,""
"3467",2010-08-09,221,24.4,"",30.3,"",20.2,"",74,"",96,"",44,"",19,"",20.9,"",16,"",5.8,"",17.9,"",35.1,"",119.8,"",1015,"",1.2,"",1,"",218,"",37,"",8.8,"",22.4,"",23.5,"",21.4,""
"3468",2010-08-10,222,23.1,"",29.5,"",18.6,"",81,"",97,"",46,"",19.2,"",21.9,"",16.1,"",0.5,"",20.4,"",37.9,"",131.7,"",1012,"",0.6,"",0.2,"",312,"",61,"",4.8,"",23.1,"",24.3,"",21.9,""
"3469",2010-08-11,223,22.8,"",29.1,"",17.1,"",63,"",94,"",26,"",14.3,"",18.9,"",7.2,"",0,"",25.6,"",48.1,"",158.4,"",1012,"",1,"",0.5,"",10,"",57,"",5.9,"",23.2,"",24.4,"",22.2,""
"3470",2010-08-12,224,19.8,"",25,"",15.6,"",74,"",96,"",41,"",14.6,"",17.3,"",10.4,"",14.2,"",15.2,"",29.6,"",93.9,"",1014,"",1.2,"",0.8,"",109,"",46,"",5.6,"",22.5,"",23.3,"",21.8,""
"3471",2010-08-13,225,18.6,"",24.5,"",13.5,"",75,"",96,"",48,"",13.7,"",17,"",9.6,"",0,"",20.3,"",36.4,"",114.6,"",1018,"",1.3,"",1,"",107,"",36,"",5.2,"",22.3,"",23.5,"",21.4,""
"3472",2010-08-14,226,18.8,"",25.3,"",12.3,"",65,"",97,"",31,"",11.2,"",15.3,"",6.5,"",0,"",23.3,"",39.9,"",130.5,"",1020,"",1.2,"",0.9,"",175,"",44,"",7.3,"",21.9,"",23.1,"",20.7,""
"3473",2010-08-15,227,18.5,"",22.9,"",14.8,"",81,"",95,"",63,"",15,"",17.1,"",11.3,"",2.8,"",10.3,"",18.4,"",53.9,"",1018,"",1.9,"",1.6,"",178,"",28,"",8.1,"",21.3,"",21.8,"",20.7,""
"3474",2010-08-16,228,20.3,"",23.1,"",16.9,"",95,"",96,"",87,"",19.4,"",21.9,"",16,"",2.3,"",4.8,"",8.1,"",10.9,"",1015,"",1.9,"",1.6,"",189,"",33,"",9.6,"",21.1,"",21.5,"",20.7,""
"3475",2010-08-17,229,22.5,"",27.7,"",17.3,"",71,"",97,"",37,"",16.3,"",21.7,"",10.3,"",0,"",20.6,"",33,"",128.2,"",1016,"",0.9,"",0.4,"",237,"",54,"",7.4,"",22.2,"",23.5,"",21.1,""
"3476",2010-08-18,230,20.5,"",26.8,"",15.8,"",66,"",86,"",33,"",13.5,"",17.7,"",9.3,"",0,"",17.8,"",28.2,"",105.9,"",1017,"",0.8,"",0.1,"",160,"",70,"",5.9,"",22.1,"",23.2,"",21,""
"3477",2010-08-19,231,22,"",28.5,"",15.6,"",68,"",93,"",42,"",15.3,"",18.1,"",12.3,"",0,"",20.4,"",33.9,"",128.9,"",1012,"",0.9,"",0.3,"",213,"",63,"",7,"",22.1,"",23.3,"",20.9,""
"3478",2010-08-20,232,19.7,"",26,"",12.5,"",61,"",96,"",21,"",10.7,"",17.5,"",1.6,"",0,"",24.4,"",41.8,"",140.3,"",1013,"",1,"",0.6,"",328,"",51,"",8.8,"",22,"",23.1,"",21.1,""
"3479",2010-08-21,233,17.6,"",23.5,"",10.5,"",66,"",82,"",40,"",10.8,"",14.6,"",7.2,"",0,"",17.2,"",31.3,"",97.3,"",1017,"",0.9,"",0.3,"",160,"",63,"",5.5,"",21,"",21.9,"",20,""
"3480",2010-08-22,234,17.4,"",19.8,"",14.8,"",92,"",95,"",80,"",16.1,"",18,"",13.8,"",27.9,"",4.6,"",9,"",5.8,"",1016,"",2.5,"",2.1,"",101,"",34,"",11.8,"",20.7,"",21.2,"",20,""
"3481",2010-08-23,235,15.4,"",16.5,"",14.5,"",91,"",96,"",83,"",13.9,"",15.7,"",12.2,"",3.6,"",4.8,"",8.2,"",13.9,"",1015,"",2.6,"",2.2,"",66,"",34,"",13,"",19.6,"",20,"",19.3,""
"3482",2010-08-24,236,16.3,"",20.2,"",14.5,"",84,"",95,"",62,"",13.6,"",14.7,"",12,"",1.8,"",13.3,"",21.3,"",82.8,"",1017,"",2.5,"",2.1,"",61,"",33,"",12.4,"",19.6,"",20.2,"",19,""
"3483",2010-08-25,237,16,"",18.6,"",14.5,"",95,"",97,"",88,"",15.2,"",17,"",13.7,"",4.3,"",6.5,"",10.2,"",17.4,"",1011,"",1.4,"",0.8,"",38,"",49,"",9,"",19.6,"",20.1,"",19.2,""
"3484",2010-08-26,238,19,"",24.6,"",13.5,"",76,"",97,"",41,"",14.1,"",19.4,"",9.5,"",0,"",17.2,"",27.3,"",85.2,"",1013,"",1,"",0.8,"",267,"",41,"",7.3,"",20.1,"",21.1,"",19.3,""
"3485",2010-08-27,239,16.1,"",23.1,"",10.1,"",70,"",96,"",38,"",9.9,"",12.7,"",7.3,"",0,"",22.4,"",36,"",121.4,"",1017,"",1,"",0.5,"",319,"",56,"",7.1,"",19.9,"",21,"",18.8,""
"3486",2010-08-28,240,17.8,"",26,"",10.4,"",68,"",94,"",35,"",11.2,"",14.7,"",7.9,"",0,"",22.5,"",36.8,"",127.8,"",1021,"",0.9,"",0.4,"",306,"",59,"",5.6,"",19.9,"",21.3,"",18.6,""
"3487",2010-08-29,241,22.3,"",32.2,"",14.4,"",65,"",94,"",27,"",14.3,"",19.1,"",10.1,"",0,"",22.7,"",37.5,"",132,"",1021,"",0.8,"",0.4,"",323,"",54,"",5.7,"",20.5,"",22,"",19.1,""
"3488",2010-08-30,242,23.1,"",31.5,"",16.3,"",59,"",81,"",27,"",13.7,"",17.3,"",9.4,"",0,"",23.1,"",39.4,"",130.1,"",1020,"",0.9,"",0.5,"",319,"",50,"",7.3,"",20.9,"",22.2,"",19.6,""
"3489",2010-08-31,243,25.2,"",33.4,"",18.9,"",65,"",90,"",29,"",17.4,"",21.4,"",12.7,"",0,"",22,"",40.6,"",137.6,"",1018,"",0.9,"",0.5,"",316,"",53,"",6.8,"",21.6,"",23,"",20.3,""
"3490",2010-09-01,244,25.2,"",32.4,"",18.9,"",66,"",95,"",33,"",17.7,"",20,"",13.3,"",0,"",21.1,"",40.4,"",126.5,"",1017,"",0.9,"",0.3,"",232,"",61,"",6.3,"",22.1,"",23.4,"",20.9,""
"3491",2010-09-02,245,25.5,"",32.1,"",18.8,"",65,"",90,"",36,"",17.9,"",20.3,"",14.5,"",0,"",20.9,"",40.8,"",126.1,"",1015,"",1.1,"",0.7,"",204,"",48,"",7.1,"",22.4,"",23.6,"",21.2,""
"3492",2010-09-03,246,23.1,"",29.1,"",19.9,"",78,"",96,"",52,"",18.7,"",21.6,"",15.1,"",0.5,"",12.8,"",24.9,"",68.5,"",1007,"",1.1,"",0.5,"",147,"",60,"",5.3,"",22.4,"",23.1,"",21.6,""
"3493",2010-09-04,247,19.8,"",25.1,"",13.3,"",61,"",96,"",31,"",11.4,"",20.5,"",5.1,"",0,"",17.3,"",32.7,"",85.9,"",1001,"",2,"",1.5,"",263,"",38,"",11.7,"",22,"",22.5,"",21.2,""
"3494",2010-09-05,248,14.5,"",21.2,"",9.9,"",62,"",83,"",36,"",6.8,"",9.6,"",4.6,"",0,"",17.1,"",32.3,"",79.5,"",1012,"",1.6,"",1.1,"",260,"",44,"",10.7,"",20.4,"",21.2,"",19.7,""
"3495",2010-09-06,249,16.6,"",23.7,"",8.5,"",58,"",88,"",30,"",7.5,"",11.3,"",4,"",0,"",21.5,"",41.2,"",109.7,"",1021,"",1.3,"",0.7,"",210,"",52,"",7.4,"",19.6,"",20.8,"",18.5,""
"3496",2010-09-07,250,21,"",28.2,"",15.5,"",71,"",91,"",43,"",15.3,"",18.5,"",10.7,"",0,"",18.2,"",35.3,"",98.1,"",1018,"",1.8,"",1.5,"",198,"",33,"",8.8,"",20.1,"",21.4,"",19.1,""
"3497",2010-09-08,251,19.5,"",25.7,"",13.6,"",72,"",95,"",38,"",13.8,"",19.7,"",8,"",1.3,"",14.6,"",27,"",84.7,"",1008,"",1.9,"",1.2,"",247,"",48,"",10.1,"",20.7,"",21.5,"",20.1,""
"3498",2010-09-09,252,14.1,"",18.3,"",11.1,"",78,"",93,"",59,"",10.3,"",11.9,"",9.3,"",0,"",5.6,"",10.4,"",7.6,"",1005,"",1.2,"",0.9,"",267,"",37,"",6.5,"",19.3,"",20.2,"",18.7,""
"3499",2010-09-10,253,13.1,"",16.6,"",10.5,"",77,"",93,"",58,"",8.9,"",10.6,"",7,"",0,"",9.1,"",16.9,"",39,"",1010,"",1,"",0.7,"",309,"",44,"",9.1,"",18.3,"",18.7,"",17.9,""
"3500",2010-09-11,254,15.7,"",24.4,"",8.6,"",66,"",94,"",29,"",8.3,"",10.4,"",4.2,"",0,"",20.8,"",40,"",99.7,"",1015,"",1.2,"",0.3,"",69,"",68,"",8.6,"",18.2,"",19.4,"",17,""
"3501",2010-09-12,255,12.8,"",16.2,"",10.2,"",80,"",91,"",58,"",9.3,"",10.9,"",7.6,"",0,"",8.5,"",16,"",34.5,"",1018,"",1.5,"",1.2,"",108,"",32,"",7.2,"",17.9,"",18.5,"",17.5,""
"3502",2010-09-13,256,13.6,"",20.4,"",10.9,"",87,"",96,"",56,"",11.4,"",13.7,"",9.6,"",20.1,"",10,"",19.2,"",53,"",1014,"",1.4,"",0.9,"",171,"",47,"",6.5,"",17.4,"",18.4,"",16.8,""
"3503",2010-09-14,257,14.7,"",20.7,"",8.8,"",74,"",97,"",34,"",9.7,"",14,"",4,"",0,"",14.3,"",25.8,"",66,"",1012,"",1.2,"",0.7,"",265,"",48,"",9.3,"",17.4,"",18.4,"",16.5,""
"3504",2010-09-15,258,11.7,"",17.6,"",6.8,"",68,"",95,"",37,"",5.3,"",7.9,"",2.2,"",0,"",17.6,"",31.5,"",81.8,"",1015,"",1.2,"",0.8,"",280,"",48,"",9.1,"",17,"",17.8,"",16.1,""
"3505",2010-09-16,259,13.1,"",20.3,"",5.2,"",80,"",96,"",43,"",9.1,"",16.9,"",4.4,"",5.3,"",15.9,"",29.5,"",81.8,"",1015,"",1.7,"",1.1,"",179,"",46,"",10.5,"",16.7,"",17.7,"",15.5,""
"3506",2010-09-17,260,15.2,"",17.5,"",12.1,"",84,"",97,"",65,"",12.4,"",16.9,"",8.3,"",1.8,"",6.9,"",11.8,"",36.5,"",1012,"",1.1,"",0.5,"",304,"",59,"",7.1,"",17.6,"",18.1,"",17.3,""
"3507",2010-09-18,261,13.8,"",18.2,"",10.8,"",80,"",94,"",55,"",10.3,"",12.2,"",8.5,"",0,"",9.2,"",15,"",40.3,"",1022,"",0.9,"",0.5,"",159,"",52,"",4.4,"",17.6,"",18.3,"",17.1,""
"3508",2010-09-19,262,16.1,"",22,"",11.9,"",84,"",97,"",58,"",13.2,"",15.5,"",11.4,"",0,"",11.2,"",18.7,"",62.5,"",1018,"",0.7,"",0.4,"",261,"",55,"",5.1,"",17.8,"",18.8,"",16.9,""
"3509",2010-09-20,263,13.1,"",18.4,"",7.4,"",62,"",95,"",30,"",5.2,"",13.5,"",-0.4,"",0,"",19.7,"",32.4,"",85.9,"",1015,"",1.2,"",0.7,"",342,"",49,"",10.2,"",17.7,"",18.5,"",16.8,""
"3510",2010-09-21,264,13.2,"",20.2,"",4.6,"",58,"",87,"",28,"",4.4,"",11,"",0.6,"",0,"",18.3,"",30.9,"",80,"",1019,"",1.4,"",0.8,"",226,"",52,"",7.6,"",16.7,"",17.6,"",15.6,""
"3511",2010-09-22,265,19.8,"",27.9,"",13.1,"",69,"",88,"",39,"",13.6,"",17,"",10.8,"",0,"",15.7,"",28.1,"",82.9,"",1015,"",1.6,"",1.1,"",232,"",44,"",8.9,"",17.4,"",18.6,"",16.3,""
"3512",2010-09-23,266,17.9,"",24,"",12.3,"",67,"",91,"",33,"",11,"",15.4,"",6.2,"",0,"",16.7,"",30.6,"",74.2,"",1021,"",1.1,"",0.4,"",144,"",64,"",5.7,"",18.1,"",19.1,"",17.1,""
"3513",2010-09-24,267,19.9,"",26.6,"",14.2,"",81,"",95,"",61,"",16.4,"",19.8,"",10.8,"",0,"",10.8,"",20.6,"",52.6,"",1015,"",2,"",1.7,"",203,"",33,"",9.2,"",18.3,"",19.2,"",17.5,""
"3514",2010-09-25,268,21,"",26.2,"",13.1,"",66,"",92,"",37,"",14.1,"",19.3,"",8.5,"",0,"",15.3,"",29.7,"",77,"",1009,"",1.5,"",0.8,"",248,"",55,"",8.1,"",19.2,"",20.1,"",18.5,""
"3515",2010-09-26,269,14,"",21,"",10.2,"",76,"",95,"",48,"",9.6,"",12.4,"",6.7,"",0,"",14,"",27,"",71.2,"",1019,"",1.7,"",1.3,"",86,"",37,"",9.5,"",18.4,"",19.1,"",17.5,""
"3516",2010-09-27,270,12.6,"",15.3,"",11.1,"",96,"",97,"",93,"",11.9,"",14.9,"",10.4,"",5.8,"",3.7,"",7.3,"",14.7,"",1018,"",2.2,"",1.9,"",83,"",30,"",8,"",17.6,"",18.2,"",17.3,""
"3517",2010-09-28,271,19.5,"",22.4,"",14.9,"",93,"",97,"",79,"",18.4,"",20.1,"",14.5,"",8.9,"",4.7,"",8.3,"",6.3,"",1009,"",2.7,"",2.2,"",165,"",36,"",10.6,"",17.9,"",18.6,"",17.2,""
"3518",2010-09-29,272,20,"",24.5,"",17,"",76,"",97,"",48,"",15.3,"",18.7,"",12.6,"",0,"",15.8,"",25.8,"",86.9,"",1012,"",1.4,"",1.1,"",215,"",36,"",7.1,"",19.1,"",20.2,"",18.3,""
"3519",2010-09-30,273,20.1,"",22.2,"",16.2,"",90,"",96,"",76,"",18.5,"",20.8,"",13.5,"",32.5,"",1.7,"",3.1,"",-9.4,"",1011,"",3.1,"",2.7,"",164,"",30,"",13.2,"",19.1,"",19.5,"",18.7,""
"3520",2010-10-01,274,16,"",22.1,"",10.3,"",93,"",97,"",85,"",14.8,"",20.2,"",9.2,"",57.4,"",1.9,"",3.4,"",-7.5,"",1005,"",2.2,"",0.6,"",200,"",68,"",14.1,"",18.9,"",19.5,"",18.1,""
"3521",2010-10-02,275,10.5,"",16.3,"",5.6,"",70,"",93,"",34,"",4.7,"",9.5,"",-0.3,"",0,"",17.7,"",26.6,"",63.3,"",1012,"",1.4,"",0.8,"",328,"",52,"",8.1,"",17.6,"",18.3,"",17,""
"3522",2010-10-03,276,8.5,"",13.7,"",3.4,"",71,"",89,"",49,"",3.3,"",6.2,"",1.2,"",0,"",11.6,"",17.4,"",39,"",1021,"",1.3,"",1.1,"",60,"",36,"",7.6,"",16.3,"",17.1,"",15.7,""
"3523",2010-10-04,277,10.2,"",14.4,"",6.2,"",71,"",90,"",55,"",5,"",7.7,"",2.8,"",3,"",8.6,"",13.2,"",46.2,"",1020,"",2.7,"",2.3,"",66,"",31,"",11.9,"",15.9,"",16.3,"",15.4,""
"3524",2010-10-05,278,10.9,"",14.1,"",9.3,"",89,"",96,"",78,"",9.2,"",11.6,"",6.6,"",1,"",6.6,"",10,"",38.1,"",1016,"",2.5,"",2.2,"",70,"",30,"",11.1,"",15.7,"",16.1,"",15.4,""
"3525",2010-10-06,279,10.2,"",12.1,"",8.6,"",96,"",97,"",94,"",9.6,"",11.4,"",8.1,"",22.1,"",2,"",3.2,"",1.5,"",1010,"",1.9,"",1.4,"",68,"",41,"",11.2,"",15.4,"",15.8,"",15.1,""
"3526",2010-10-07,280,10.7,"",16.5,"",7.9,"",81,"",97,"",50,"",7.3,"",10.3,"",1.8,"",2,"",8.6,"",12.6,"",25.4,"",1002,"",1.6,"",1.2,"",263,"",38,"",9.8,"",15.1,"",15.6,"",14.8,""
"3527",2010-10-08,281,13,"",20.7,"",5.3,"",62,"",89,"",34,"",5.3,"",9.9,"",2,"",0,"",16,"",24.1,"",61.6,"",1008,"",1.4,"",1.1,"",258,"",39,"",10.9,"",14.8,"",15.6,"",13.9,""
"3528",2010-10-09,282,10.4,"",15.6,"",3,"",58,"",87,"",24,"",1.4,"",7.8,"",-5.6,"",0,"",16.2,"",23.8,"",57.1,"",1012,"",1.2,"",0.6,"",328,"",54,"",9.6,"",14.8,"",15.5,"",14.2,""
"3529",2010-10-10,283,8.9,"",17.7,"",0.9,"",56,"",86,"",24,"",-0.4,"",4.5,"",-4.8,"",0,"",16,"",23.8,"",57.6,"",1009,"",1.1,"",0.6,"",259,"",52,"",7.8,"",14,"",14.7,"",13.1,""
"3530",2010-10-11,284,11.9,"",18.9,"",6.2,"",67,"",90,"",38,"",5.6,"",8.5,"",3.4,"",0.3,"",12.7,"",18.5,"",46,"",1007,"",1.2,"",0.3,"",330,"",69,"",8.6,"",13.9,"",14.7,"",13.1,""
"3531",2010-10-12,285,9.4,"",15.5,"",3.4,"",71,"",95,"",42,"",3.9,"",7.9,"",-0.3,"",1.5,"",12.9,"",19.4,"",40.7,"",1008,"",1.1,"",0.5,"",22,"",58,"",6.3,"",14.3,"",15.1,"",13.8,""
"3532",2010-10-13,286,7.9,"",16.5,"",2,"",70,"",89,"",40,"",2.4,"",5.8,"",-0.8,"",0,"",15.3,"",23.4,"",51.1,"",1015,"",1,"",0.5,"",350,"",57,"",6.7,"",13.6,"",14.4,"",12.7,""
"3533",2010-10-14,287,8.9,"",14.1,"",4.3,"",81,"",95,"",58,"",5.8,"",7.9,"",2.9,"",10.9,"",7.6,"",11.1,"",20.7,"",1011,"",1.8,"",1.3,"",101,"",42,"",8.3,"",13.3,"",13.8,"",12.7,""
"3534",2010-10-15,288,5.3,"",8.4,"",3.1,"",93,"",97,"",80,"",4.2,"",7.7,"",0.7,"",38.3,"",3.7,"",5.5,"",1.9,"",992,"",2.3,"",1.6,"",285,"",46,"",11.4,"",12.4,"",13.5,"",12,""
"3535",2010-10-16,289,6.6,"",11.1,"",4,"",74,"",87,"",54,"",2.1,"",3.7,"",0.9,"",0,"",9.8,"",14.8,"",35.9,"",1002,"",2.3,"",1.9,"",308,"",36,"",14.3,"",12,"",12.4,"",11.6,""
"3536",2010-10-17,290,8,"",16.1,"",1.3,"",71,"",95,"",44,"",2.7,"",7.3,"",0.2,"",0,"",12.5,"",18.5,"",33.8,"",1007,"",1.3,"",1,"",264,"",41,"",10.9,"",11.7,"",12.5,"",11,""
"3537",2010-10-18,291,6.7,"E",12.9,"E",1.8,"E",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",0,"",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",11.8,"",12.1,"",11.4,""
