date,jd,airt,f.airt,airtmax,f.airtmax,airtmin,f.airtmin,rh,f.rh,rhmax,f.rhmax,rhmin,f.rhmin,dewp,f.dewp,dewpmax,f.dewpmax,dewpmin,f.dewpmin,prec,f.prec,slrt,f.slrt,part,f.part,netr,f.netr,bar,f.bar,wspd,f.wspd,wres,f.wres,wdir,f.wdir,wdev,f.wdev,gspd,f.gspd,s10t,f.s10t,s10tmax,f.s10tmax,s10tmin,f.s10tmin
2008-02-17,48,-3.5,,4.5,,-12.4,,75,,97,,57,,-7.5,,4.1,,-15.3,,6.9,,5.3,,12.1,,-8.4,,1018,,2.6,,2.3,,173,,29,,10.2,,0.8,,0.9,,0.6,
2008-02-18,49,8.1,,12.1,,-1.4,,97,,99,,91,,7.7,,11.7,,-2.3,,24.1,,0.9,,2.4,,15.1,,999,,3.2,,2.5,,206,,39,,13.6,,0.5,,0.8,,0.1,
2008-02-19,50,-2.3,,2.8,,-8.1,,78,,96,,44,,-5.8,,-2.1,,-14.3,,0,,9.5,,20.4,,-0.6,,1003,,2.4,,2,,258,,32,,11.1,,0.4,,0.6,,0.2,
2008-02-20,51,-8.1,,-3.9,,-11.6,,61,,78,,35,,-14.6,,-12.6,,-18,,0,,10.5,,22.1,,-22.7,,1012,,2,,1.8,,265,,26,,9.8,,0.5,,0.7,,0.4,
2008-02-21,52,-9.4,,-4.5,,-13.9,,60,,89,,26,,-16.7,,-13.8,,-22,,0,,14.1,,29.6,,-12.3,,1021,,1.5,,1.3,,273,,33,,9.3,,0.4,,0.6,,0.3,
2008-02-22,53,-7.3,,-5.3,,-11,,86,,96,,57,,-9.4,,-6.1,,-15.9,,9.9,,2.9,,6.9,,-2.6,,1015,,1.5,,1.2,,91,,39,,8.1,,0.3,,0.5,,0.2,
2008-02-23,54,-6.1,,-2,,-9.6,,95,,97,,93,,-6.7,,-2.6,,-10.5,,1,,2.9,,6.7,,-23.4,,1008,,0.9,,0.6,,319,,39,,4.4,,0.3,,0.4,,0.2,
2008-02-24,55,-4.9,,2.6,,-12.1,,74,,96,,39,,-9.4,,-6.5,,-13.3,,0,,12,,25.7,,-18.1,,1012,,1.2,,1,,269,,33,,6.4,,0.3,,0.4,,0.2,
2008-02-25,56,-0.9,,7.3,,-7,,60,,85,,30,,-8.3,,-6,,-10.1,,0,,13.8,,29.6,,-14.6,,1008,,1.2,,1,,254,,31,,6.6,,0.3,,0.5,,0.2,
2008-02-26,57,-1,,3.6,,-4.6,,82,,99,,47,,-3.8,,-0.1,,-7.2,,20.3,,4,,9,,-2.8,,1001,,1.6,,1.1,,98,,40,,9.2,,0.4,,0.5,,0.2,
2008-02-27,58,-2.8,,0,,-9,,93,,99,,79,,-3.8,,-0.2,,-9.9,,0,,3.3,,7.1,,-17.2,,993,,1.5,,1.3,,299,,31,,8.2,,0.4,,0.5,,0.3,
2008-02-28,59,-10.3,,-6,,-16,,76,,94,,46,,-14.1,,-9.7,,-18.4,,0.3,,12.7,,25.7,,-44.7,,1010,,2,,1.8,,276,,26,,7.9,,0.4,,0.5,,0.3,
2008-02-29,60,-11.3,,-3.9,,-19.7,,64,,93,,32,,-17.4,,-9.6,,-22,,1.5,,15.7,,32.4,,-17.6,,1025,,1.3,,0.7,,140,,56,,7.3,,0.4,,0.5,,0.2,
2008-03-01,61,-3.3,,1,,-8.8,,88,,98,,68,,-5,,-0.4,,-9.8,,6.9,,5.9,,13.5,,-20.9,,1009,,2.6,,0.2,,194,,77,,10.3,,0.4,,0.6,,0.3,
2008-03-02,62,-3.7,,2,,-8,,57,,87,,30,,-11.5,,-7.3,,-14.9,,0,,15.7,,32.5,,-15,,1016,,2,,1.7,,297,,31,,12.2,,0.5,,0.6,,0.3,
2008-03-03,63,0.4,,7.1,,-8.9,,62,,84,,40,,-6.3,,1.8,,-12.5,,0,,8.5,,18.7,,-10.8,,1017,,2.4,,1.9,,206,,35,,11.1,,0.5,,0.6,,0.4,
2008-03-04,64,4.7,,8.6,,0.6,,92,,98,,75,,3.6,,7.4,,0.1,,17.8,,1.9,,4.6,,10.4,,1011,,2.5,,0.7,,195,,66,,14,,0.5,,0.7,,0.3,
2008-03-05,65,1.8,,8.1,,-2.7,,89,,98,,70,,0.2,,7.8,,-5.7,,12.7,,3.2,,7.6,,-3.6,,1002,,4,,1.1,,88,,69,,16.3,,0.3,,0.5,,0,
2008-03-06,66,1.3,,8.1,,-4.3,,63,,90,,32,,-5.7,,-3.2,,-8.9,,0,,15.8,,33.5,,19.7,,1018,,1.2,,0.7,,233,,51,,5.5,,0.2,,0.4,,0.1,
2008-03-07,67,1.8,,8.1,,-3.7,,74,,98,,32,,-3,,0.6,,-8.1,,7.6,,12.8,,27.5,,34.4,,1018,,2,,1.6,,92,,33,,9.6,,0.3,,0.4,,0.1,
2008-03-08,68,2.2,,8.7,,0.1,,96,,99,,70,,1.6,,8.4,,-0.6,,29.5,,1.8,,4.8,,5.2,,999,,2.7,,1.4,,89,,55,,15.9,,0.3,,0.4,,0.2,
2008-03-09,69,-2.8,,3.9,,-6.8,,55,,79,,43,,-10.6,,-0.3,,-14.2,,0,,16.4,,34.3,,60.4,,1007,,4.2,,3.7,,269,,27,,18.6,,0.3,,0.5,,0.1,
2008-03-10,70,-4.8,,0.2,,-9.7,,50,,81,,21,,-14.6,,-11.4,,-20,,0,,17.7,,36.7,,50,,1019,,2.1,,1.9,,275,,27,,10,,0.3,,0.5,,0.2,
2008-03-11,71,-2.5,,3.7,,-9.3,,52,,82,,29,,-11.5,,-3.2,,-15.3,,0,,17.7,,36.4,,60.3,,1013,,1.4,,1,,243,,44,,7.6,,0.2,,0.4,,0.1,
2008-03-12,72,0,,3.6,,-2.8,,86,,98,,54,,-2.3,,1.3,,-8.3,,5.3,,5.3,,11.5,,-12.1,,1002,,2,,1.2,,272,,49,,10.5,,0.2,,0.4,,0.1,
2008-03-13,73,-1.8,,2.9,,-6.6,,46,,75,,16,,-12.7,,-5.1,,-21.3,,0,,14.4,,30.5,,44.2,,1010,,1.6,,0.6,,256,,65,,8.2,,0.3,,0.4,,0.2,
2008-03-14,74,2.1,,6.5,,-2,,80,,97,,55,,-1.2,,1.8,,-5.5,,5.6,,5.6,,12.6,,24,,1007,,1.3,,0.5,,145,,62,,7.1,,0.3,,0.5,,0.2,
2008-03-15,75,1,,2.4,,0,,92,,98,,83,,-0.1,,1.1,,-1.2,,6.1,,4.7,,11.2,,6.4,,1004,,1.5,,1.2,,54,,32,,8.5,,0.4,,0.6,,0.2,
2008-03-16,76,1.1,,5.9,,-2.6,,78,,96,,50,,-2.5,,0.4,,-8.1,,0,,6.7,,14.9,,33,,1011,,1.4,,0.8,,341,,52,,8.5,,0.8,,1.2,,0.4,
2008-03-17,77,-1.6,,4.1,,-6.2,,45,,68,,23,,-12.6,,-7.7,,-16,,0,,19.2,,39.5,,70.8,,1023,,2.4,,2,,326,,33,,11.2,,1.2,,2.1,,0.6,
2008-03-18,78,-0.6,,5.6,,-7.7,,44,,90,,17,,-12.7,,-3.1,,-21,,0,,12.4,,26.2,,48.3,,1026,,1.1,,0.5,,206,,58,,5.6,,1.1,,1.6,,0.6,
2008-03-19,79,0,,0.7,,-1.5,,87,,98,,33,,-2.3,,0.4,,-14.4,,12.4,,2,,5.2,,6,,1008,,2.3,,1.9,,108,,35,,8.9,,1.2,,1.5,,1,
2008-03-20,80,1.2,,4.2,,-2.3,,87,,99,,54,,-0.8,,2.5,,-6.6,,6.6,,5.9,,13.3,,11.8,,995,,2.8,,2.1,,288,,39,,13.1,,1.9,,2.7,,1.2,
2008-03-21,81,-3.3,,0.1,,-6,,50,,78,,30,,-12.4,,-5.9,,-16.5,,0,,19.6,,40.6,,78.6,,1005,,4.4,,4,,280,,25,,17,,1.9,,2.5,,1.3,
2008-03-22,82,-1.8,,4.1,,-6.9,,38,,56,,22,,-14.7,,-10.7,,-17.8,,0,,19.4,,40,,68.8,,1007,,2.9,,2.6,,276,,25,,12.4,,1.4,,2,,0.9,
2008-03-23,83,-2.5,,3.3,,-7.9,,37,,64,,20,,-15.7,,-11.4,,-19.3,,0,,20.2,,41.6,,73.4,,1015,,1.6,,1.3,,279,,32,,9.9,,1.3,,2.1,,0.7,
2008-03-24,84,-1.3,,5.3,,-8.1,,44,,74,,25,,-12.5,,-8.6,,-15.4,,0,,18.6,,38.7,,66.4,,1019,,1.1,,0.5,,304,,59,,7.2,,1.5,,2.5,,0.8,
2008-03-25,85,-0.7,,4.9,,-6.8,,46,,98,,19,,-11.9,,-1.3,,-17.8,,0.5,,20,,41.4,,84.7,,1019,,2.1,,1.1,,189,,56,,10.7,,1.8,,3,,0.9,
2008-03-26,86,3.8,,10.1,,-1.7,,65,,98,,25,,-3.2,,2.4,,-9.7,,0.3,,11.6,,24.4,,40.8,,1012,,2.7,,1.8,,238,,44,,12.7,,2.7,,3.9,,1.9,
2008-03-27,87,2.8,,8.6,,-2.1,,57,,86,,24,,-5.5,,-0.5,,-11.4,,0,,11.2,,24,,46.4,,1014,,1.3,,0.9,,233,,37,,8,,2.9,,3.8,,1.9,
2008-03-28,88,-0.1,,1.6,,-2.1,,97,,99,,85,,-0.5,,0.4,,-3.2,,19.3,,1.5,,4.8,,-28.8,,1010,,1.5,,1.1,,64,,42,,7.6,,2.7,,3.4,,2.2,
2008-03-29,89,-4,,-1.2,,-7.6,,65,,95,,36,,-10.1,,-2.8,,-15,,0,,12,,31.9,,-11.3,,1022,,1.8,,1.4,,305,,33,,10.4,,2,,2.4,,1.7,
2008-03-30,90,-1.6,,7.1,,-9.7,,47,,74,,21,,-12.2,,-4.8,,-15.2,,0,,21.8,,45.1,,30.4,,1032,,1.4,,0.1,,337,,76,,7.2,,1.3,,1.9,,1,
2008-03-31,91,2,,8.5,,-2.8,,86,,98,,57,,-0.2,,8.2,,-9.2,,8.6,,3.7,,9,,-2,,1027,,2.5,,2.3,,183,,27,,10.5,,0.9,,1.1,,0.7,
2008-04-01,92,10.9,,12.9,,4.7,,97,,98,,72,,10.3,,12.5,,0.3,,9.4,,1.6,,4.2,,6.6,,1009,,3.9,,3.2,,213,,33,,13.4,,2.8,,4.8,,0.7,
2008-04-02,93,1.2,,5.2,,-3.2,,44,,79,,17,,-10.7,,1.2,,-20.5,,0,,22.1,,45.3,,93.8,,1017,,3.5,,3.1,,282,,27,,17.4,,4.2,,5.2,,3.2,
2008-04-03,94,2.1,,9.5,,-5.5,,38,,67,,14,,-11.8,,-6.8,,-18,,0,,20.8,,42.9,,83.4,,1026,,2.1,,1.6,,240,,39,,10.1,,3.6,,5,,2.2,
2008-04-04,95,2.7,,5.3,,-0.1,,92,,98,,52,,1.3,,4.7,,-7.7,,15,,3.8,,9.3,,9.7,,1011,,1.7,,1.2,,97,,43,,8.9,,3.4,,3.9,,2.8,
2008-04-05,96,4.9,,9.8,,2,,87,,98,,59,,2.8,,6,,-0.1,,5.3,,8.2,,18.2,,39.7,,1011,,1.4,,0.4,,355,,66,,8,,4.4,,5.4,,3.5,
2008-04-06,97,2.1,,3.5,,0.7,,89,,96,,79,,0.4,,1.4,,-0.5,,0.3,,3.8,,8.7,,6.9,,1023,,2.4,,2.1,,67,,26,,11.2,,4.2,,4.8,,3.9,
2008-04-07,98,3.2,,9.1,,-0.6,,69,,93,,34,,-2.5,,0.3,,-6.9,,0,,22.3,,47.1,,119.8,,1024,,2.7,,2.4,,79,,29,,11.5,,4.6,,6,,3.3,
2008-04-08,99,5.2,,14.3,,-1.7,,51,,93,,19,,-5.8,,-1.9,,-13.5,,0,,21.9,,45.9,,106.2,,1025,,2,,1.5,,89,,37,,7.1,,5.5,,7.3,,3.9,
2008-04-09,100,7.6,,16.5,,-1.9,,54,,92,,12,,-2.7,,6.5,,-17.6,,0,,16.6,,34.8,,77.4,,1020,,1.9,,1.2,,187,,49,,8.3,,6.1,,7.7,,4.6,
2008-04-10,101,10.8,,17.4,,4.1,,58,,98,,22,,0.9,,8.7,,-5.9,,0,,21.1,,44.2,,115.5,,1016,,2,,1.4,,268,,43,,11,,7.9,,9.6,,6.6,
2008-04-11,102,5.4,,8.2,,1.9,,76,,94,,54,,1.3,,5,,-3.2,,3,,4.6,,10.7,,1.8,,1012,,1,,0.4,,122,,55,,6.3,,7.2,,8.2,,6.6,
2008-04-12,103,12.4,,21.7,,5.5,,73,,98,,41,,7.1,,14.4,,0.6,,7.1,,13,,28.9,,70.5,,999,,1.8,,0.7,,255,,63,,8,,8.3,,10.1,,6.8,
2008-04-13,104,3.5,,6.3,,-1.1,,73,,93,,44,,-1,,4,,-6.6,,1.5,,7.5,,16.9,,11.7,,1002,,1.4,,1.1,,306,,36,,9.1,,7.9,,9.1,,7.1,
2008-04-14,105,2.9,,10.7,,-3,,52,,83,,26,,-6.6,,-1.2,,-10.2,,0,,21.3,,45.7,,105.2,,1011,,1.6,,1.1,,321,,42,,10.2,,6.9,,8.4,,5.4,
2008-04-15,106,5.1,,13,,-2.2,,38,,69,,16,,-9.3,,-4.3,,-13.5,,0,,24.3,,49.9,,115.2,,1016,,1.4,,0.9,,342,,46,,8.2,,7.1,,8.9,,5.4,
2008-04-16,107,9.3,,18.3,,-0.4,,32,,58,,10,,-8.6,,-0.8,,-15,,0,,24.2,,50.4,,115.2,,1021,,1.4,,0.6,,197,,60,,7,,7.9,,9.9,,5.9,
2008-04-17,108,12.6,,22,,1.9,,32,,66,,10,,-5.6,,0.7,,-11.7,,0,,24.3,,50.9,,120.5,,1018,,1.5,,0.9,,80,,49,,7.3,,9,,11,,7.1,
2008-04-18,109,15.5,,26,,3.7,,30,,57,,12,,-3.4,,4.1,,-9.6,,0,,23.6,,50.2,,125.2,,1014,,1.3,,0.6,,351,,61,,7.1,,10.1,,12.2,,8.1,
2008-04-19,110,17,,26.4,,8.3,,35,,61,,15,,-0.1,,4.6,,-4.6,,0,,23,,49.9,,117.3,,1015,,2.1,,1.5,,120,,43,,8.3,,11.3,,13.1,,9.5,
2008-04-20,111,12.8,,20.9,,4,,53,,95,,24,,2.1,,6.6,,-0.4,,0,,21.3,,46.7,,110.2,,1021,,2.4,,1.8,,118,,40,,8.6,,11.5,,12.8,,10,
2008-04-21,112,13.6,,21.5,,5,,49,,85,,21,,1.7,,5.2,,-3.7,,0,,21.8,,47.6,,113.2,,1024,,1.6,,1.2,,115,,43,,7.2,,11.8,,13.5,,10.2,
2008-04-22,113,15.2,,23.8,,4.8,,34,,64,,12,,-1.8,,5.5,,-14.9,,0,,22.5,,48.4,,118.9,,1022,,1.4,,0.7,,228,,54,,6.4,,12.2,,14,,10.5,
2008-04-23,114,17.5,,26.3,,8.1,,54,,91,,19,,6.6,,11.3,,-0.3,,0,,22.4,,49.3,,124.8,,1017,,1.4,,1,,246,,36,,9,,12.9,,14.8,,11.1,
2008-04-24,115,15.1,,20,,7.6,,42,,82,,12,,0.1,,10.2,,-11,,0,,23.6,,48.9,,121.9,,1016,,1.8,,1.1,,328,,48,,10.4,,13.5,,15,,12.3,
2008-04-25,116,13.4,,22.6,,4.6,,36,,68,,15,,-2.8,,4.2,,-6.7,,0,,23.7,,49.6,,124.1,,1017,,1.9,,0.4,,78,,68,,9.6,,12.9,,14.7,,11.2,
2008-04-26,117,10.1,,17.1,,4.9,,51,,78,,30,,-0.2,,4.4,,-5.4,,0,,20.3,,44.5,,114.1,,1019,,2.4,,2,,113,,33,,8.2,,12.8,,14.2,,11.6,
2008-04-27,118,8.6,,13.4,,5.2,,67,,92,,45,,2.5,,5.8,,-2.3,,0,,11.5,,25.1,,51.4,,1019,,1.4,,1.1,,113,,39,,5.6,,12.2,,13,,11.5,
2008-04-28,119,5.9,,9.3,,4.6,,95,,98,,89,,5.2,,9,,3.9,,53.6,,2.6,,7.1,,6.5,,1012,,2.7,,2.4,,92,,29,,12,,10.6,,12,,9.6,
2008-04-29,120,5.9,,9.7,,0.9,,95,,98,,82,,5.2,,9.4,,-0.9,,16,,3.6,,8.6,,-3.8,,1002,,1.5,,0.9,,309,,46,,10.5,,9.9,,10.2,,9.2,
2008-04-30,121,2.8,,8.6,,-1.6,,65,,97,,29,,-4.1,,-0.3,,-9.3,,0,,16.3,,35,,72.8,,1012,,1.3,,0.7,,305,,52,,9.2,,9.1,,10.4,,7.9,
2008-05-01,122,6.5,,14.7,,-2.7,,50,,86,,17,,-4.8,,1.2,,-10.7,,0,,23.9,,50.8,,132.8,,1017,,1.3,,0.5,,235,,61,,8,,9.6,,11.5,,7.7,
2008-05-02,123,5.9,,7.8,,3.9,,89,,98,,61,,4.1,,6.3,,-1.2,,2.3,,3.3,,8.1,,3.7,,1016,,1.6,,1.4,,86,,27,,6.2,,9.8,,10.5,,9.4,
2008-05-03,124,4.6,,5.9,,3.1,,93,,98,,82,,3.6,,5.5,,2.1,,4.8,,3,,7.6,,4,,1017,,1.9,,1.7,,93,,26,,8.4,,9.2,,9.7,,8.8,
2008-05-04,125,7.7,,13.5,,4,,91,,97,,69,,6.2,,9.5,,3.6,,1.5,,9.4,,21.3,,43.6,,1013,,1.3,,0.6,,50,,55,,11.2,,9.3,,10.6,,8.5,
2008-05-05,126,11.4,,20.3,,2.6,,56,,92,,20,,1.6,,6.9,,-4.9,,0,,25.2,,54.9,,148.3,,1015,,1.1,,0.6,,304,,50,,6.6,,10.6,,12.8,,8.4,
2008-05-06,127,14.2,,23,,5.2,,42,,78,,18,,0,,6.1,,-4.6,,0,,22.5,,48.8,,129.2,,1010,,1.2,,0.8,,290,,47,,9.5,,12,,13.9,,10.1,
2008-05-07,128,14.8,,21.9,,5.9,,40,,71,,18,,0.4,,7.6,,-4.1,,0,,22.6,,49.1,,134.8,,1010,,1.4,,0.7,,233,,54,,8.8,,12.6,,14.4,,10.8,
2008-05-08,129,15.3,,22.4,,9.3,,64,,95,,22,,7.4,,14.1,,-2.6,,1.8,,15.5,,34.3,,79.3,,1002,,2.2,,1.4,,246,,48,,12.5,,13.6,,15,,12.6,
2008-05-09,130,8.4,,12.1,,6,,74,,94,,53,,3.7,,6.4,,1.2,,1.8,,6.7,,15.3,,9.8,,1005,,1.3,,1,,71,,37,,7,,12.6,,13.7,,11.9,
2008-05-10,131,11.6,,20,,5.5,,57,,87,,17,,2.3,,6.2,,-6.2,,0,,19.6,,42.6,,109.5,,1004,,1.8,,1,,46,,53,,7.8,,12.5,,14.1,,11,
2008-05-11,132,10.2,,18.3,,2.6,,57,,95,,28,,0.8,,6,,-4.3,,0,,24.8,,54.3,,148.8,,1008,,1.7,,1.3,,99,,41,,9.3,,13,,14.8,,11.3,
2008-05-12,133,7.7,,11.7,,4.8,,58,,81,,35,,-0.3,,2.2,,-4.2,,0,,14.4,,30.8,,77.8,,1006,,2.8,,2.4,,68,,32,,14.9,,12.4,,13.4,,11.8,
2008-05-13,134,12.7,,20.6,,5.9,,41,,65,,19,,-1.2,,3.6,,-5.2,,0,,25.2,,54.5,,146.7,,1013,,1.8,,1.3,,38,,44,,10.5,,12.4,,14.3,,10.7,
2008-05-14,135,14.4,,22.7,,5.2,,41,,73,,19,,0.3,,5.6,,-2,,0,,24.6,,53.9,,145.6,,1015,,1.8,,1.1,,143,,50,,7.3,,13.4,,15.4,,11.5,
2008-05-15,136,11.9,,18.6,,8.6,,71,,94,,41,,6.6,,12.3,,-2.9,,0.5,,9.5,,21.7,,43.5,,1011,,1.2,,0.5,,209,,60,,5.4,,13.5,,14.4,,12.6,
2008-05-16,137,10.9,,15.4,,7.1,,75,,96,,50,,6.4,,10.6,,2.4,,18,,7.1,,15.8,,25.4,,1005,,0.8,,0.4,,71,,53,,5,,12.9,,13.5,,12.3,
2008-05-17,138,13.1,,21.1,,6.8,,66,,97,,22,,5.2,,10.7,,-4,,8.1,,23.3,,51.3,,153.9,,994,,1.4,,1,,288,,41,,9.6,,13.5,,15.7,,11.6,
2008-05-18,139,11.1,,16.5,,7.2,,78,,97,,34,,6.7,,9.9,,0.2,,2,,14.5,,31.7,,60,,993,,1.3,,0.8,,236,,50,,7.6,,14.2,,15.1,,13.1,
2008-05-19,140,7.3,,11.9,,2.9,,66,,97,,38,,0.9,,7.1,,-2.6,,0,,13.2,,28.2,,54.2,,994,,2.2,,1.9,,266,,33,,12,,13,,13.9,,12.2,
2008-05-20,141,9.5,,15.6,,2.9,,63,,91,,33,,2.5,,6.4,,-1.7,,0,,19.5,,42.6,,114.5,,996,,1.4,,1,,220,,39,,8.1,,12.7,,14.4,,11,
2008-05-21,142,10.1,,17.6,,4.9,,73,,97,,30,,4.4,,7.3,,-2.2,,4.3,,15.8,,34.5,,78.3,,996,,0.9,,0.4,,260,,49,,11.8,,13.3,,14.5,,11.9,
2008-05-22,143,7.8,,13,,4,,81,,97,,48,,4.4,,7.3,,1.8,,0.5,,14.8,,32.1,,64.8,,998,,1.1,,0.8,,267,,35,,7.6,,13.2,,14.4,,12.1,
2008-05-23,144,11.4,,18.6,,3.5,,67,,97,,33,,4.7,,10.4,,0.9,,0.3,,20,,43.8,,116.3,,1005,,1.4,,1,,297,,40,,10,,13.4,,15.1,,11.6,
2008-05-24,145,12.3,,18.5,,6.3,,57,,89,,29,,3.1,,8.9,,-1.3,,0,,19.6,,42.4,,110,,1010,,1.3,,0.9,,324,,43,,10.2,,13.8,,15.3,,12.4,
2008-05-25,146,15.1,,23.2,,7,,44,,76,,19,,1.6,,7.6,,-4.1,,0,,28.2,,59,,167.2,,1015,,1.1,,0.4,,303,,61,,6.8,,14.5,,16.8,,12.3,
2008-05-26,147,17.5,,24.4,,10.2,,57,,78,,33,,8.3,,12.2,,3.8,,0,,24.6,,52.5,,151.5,,1010,,2.2,,1.8,,199,,33,,11.2,,15.6,,17.6,,13.6,
2008-05-27,148,18.3,,27.2,,9.4,,72,,92,,47,,12.9,,20.4,,1.2,,10.7,,20.3,,43.8,,128.8,,1008,,1.6,,0.8,,239,,57,,8.8,,17.1,,19,,15.4,
2008-05-28,149,10.8,,17.6,,5,,47,,69,,23,,-0.7,,3.5,,-5.1,,0,,28.7,,59.7,,165.1,,1017,,1.4,,0.9,,330,,48,,8.3,,16.8,,18.4,,15.1,
2008-05-29,150,14,,22.4,,3.8,,45,,83,,21,,0.9,,5.8,,-3,,0,,27.3,,59.5,,164.9,,1015,,1.4,,0.9,,267,,43,,9.8,,16.1,,18,,14.2,
2008-05-30,151,17.9,,24.4,,9.8,,40,,64,,21,,3.6,,11.5,,-0.2,,0,,26,,56.5,,163.7,,1016,,1.4,,0.7,,183,,56,,7.3,,16.6,,18.7,,14.6,
2008-05-31,152,16.9,,20.6,,13.2,,79,,97,,54,,13.1,,17.9,,6.7,,0.5,,10.5,,23.1,,49.3,,1004,,2,,1.6,,193,,34,,10,,16.9,,17.7,,16,
2008-06-01,153,16.4,,22.5,,10.7,,72,,97,,42,,10.7,,16,,6.4,,0,,21.1,,46.2,,126.4,,1005,,1.4,,1,,267,,40,,10.9,,16.9,,18.5,,15.3,
2008-06-02,154,16.3,,24.2,,8.7,,64,,95,,29,,8.6,,12.3,,4.8,,0,,22.9,,50.2,,138.9,,1008,,1.1,,0.7,,287,,47,,9.2,,16.7,,18.5,,14.9,
2008-06-03,155,18.9,E,26.5,E,11.2,E,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,0,,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,18.2,,19.1,,16.1,
2008-06-04,156,13.9,,17.5,,12.2,,86,,95,,48,,11.4,,13.8,,6.3,,6.1,,5.3,,12.5,,10.1,,1013,,1.6,,1.1,,94,,44,,6.8,,16.9,,17.9,,16.5,
2008-06-05,157,13.7,,16.2,,12.1,,91,,95,,79,,12.2,,13.4,,11.2,,0,,5.8,,12,,30,,1019,,1.1,,0.8,,69,,44,,5.9,,16.3,,16.7,,15.8,
2008-06-06,158,13.2,,14.4,,11.8,,96,,100,,89,,12.5,,14,,11.2,,12.7,,3.8,,8,,14.5,,1021,,1.4,,1.1,,188,,36,,8.3,,15.6,,16.2,,15.3,
2008-06-07,159,21.4,,31,,13.4,,85,,100,,50,,18.2,,22.9,,13.4,,0.3,,25.2,,52.1,,170.5,,1017,,0.9,,0.7,,225,,42,,6.5,,17.7,,20.6,,15.3,
2008-06-08,160,24.6,,31.5,,18.8,,76,,96,,42,,19.6,,21.9,,16.6,,0,,24.6,,51.1,,154.8,,1012,,1,,0.7,,256,,41,,7.8,,20.2,,22,,18.3,
2008-06-09,161,26,,33.3,,19.7,,69,,98,,36,,19,,22.2,,15,,0,,29,,61.3,,191.5,,1013,,1.2,,0.6,,282,,55,,8.6,,21.4,,23.4,,19.5,
2008-06-10,162,26.9,,34.1,,18.7,,66,,96,,30,,19.1,,24.3,,13.8,,10.9,,29,,60.5,,188.5,,1012,,1.4,,0.8,,197,,55,,14.7,,22.2,,24.1,,20.4,
2008-06-11,163,20.9,,26.7,,16,,65,,97,,35,,13.3,,18.3,,8.5,,0.3,,30.8,,61.7,,180.2,,1016,,1.2,,0.9,,268,,39,,8.6,,22.3,,24.1,,20.6,
2008-06-12,164,18.2,,24.3,,11,,53,,88,,21,,7.6,,13,,0.2,,0,,31.4,,62.9,,172.9,,1023,,1,,0.6,,345,,50,,8.2,,21.3,,23,,19.7,
2008-06-13,165,18.2,,26.3,,8.4,,53,,80,,26,,7.6,,13.4,,0.3,,0,,30.9,,63.5,,174.5,,1024,,0.8,,0.2,,207,,68,,4.4,,20.5,,22.4,,18.5,
2008-06-14,166,20.5,,28,,14.1,,72,,87,,54,,15.2,,20.2,,9.7,,0,,18.8,,37.6,,111.5,,1016,,1.1,,0.7,,98,,48,,5.5,,20.6,,22.1,,19.2,
2008-06-15,167,15.6,,21,,13.4,,89,,98,,67,,13.7,,15.7,,12.3,,0,,14.3,,29.2,,85.8,,1011,,1.6,,1.1,,98,,42,,5.7,,20.2,,20.9,,19.5,
2008-06-16,168,15.1,,21.5,,13,,95,,99,,68,,14.2,,17.2,,12.5,,22.9,,9.3,,18.3,,47.5,,1009,,1.3,,0.7,,184,,53,,13.9,,19.2,,20.1,,18.3,
2008-06-17,169,15.7,,22,,9.7,,78,,99,,50,,11.7,,16.5,,7.3,,0,,18.7,,35.4,,102.9,,1006,,1,,0.7,,262,,41,,6.9,,19,,20.5,,17.6,
2008-06-18,170,13.7,,20.4,,6.5,,76,,96,,46,,9.2,,12.6,,5.7,,0.3,,20.1,,38.2,,104.7,,1007,,1.1,,0.5,,213,,58,,6.8,,18.4,,19.6,,17,
2008-06-19,171,15.9,,21.9,,10.3,,71,,98,,36,,10.1,,13,,5.4,,0,,24.6,,46.6,,146.3,,1012,,0.8,,0.3,,271,,59,,7.7,,19,,20.7,,17.4,
2008-06-20,172,16.3,,22,,12,,79,,98,,47,,12.4,,16.3,,9,,4.1,,19.4,,37,,93.3,,1015,,0.9,,0.3,,186,,65,,7,,19.3,,20.6,,18.1,
2008-06-21,173,19.2,,25.7,,13.3,,71,,98,,37,,13.1,,15.7,,9.2,,0,,29.5,,56.6,,185.5,,1017,,1.1,,0.7,,213,,48,,6.4,,20.2,,22.5,,18.3,
2008-06-22,174,18.5,,24.8,,15.3,,88,,97,,58,,16.4,,19.5,,14.4,,6.6,,11.1,,20.7,,43.7,,1016,,1.5,,1.3,,177,,31,,9.9,,20,,20.7,,19.2,
2008-06-23,175,17.8,,21.8,,15.3,,94,,98,,76,,16.8,,19,,14.7,,25.4,,9.3,,17.5,,39.7,,1015,,1.1,,0.7,,135,,47,,8.4,,19.6,,20.2,,18.8,
2008-06-24,176,17.4,,23.9,,13.5,,87,,99,,52,,14.9,,18.4,,10.6,,10.7,,18.8,,34.4,,103.9,,1015,,0.9,,0.5,,304,,54,,9.9,,19.9,,21.4,,18.7,
